#差分画像定義機構。差分状態を持つ画像形式の名前を一括指定する
#指定名,本画像名,以下コマンド
#例:
#ev101aa,ev101a,diff,aa
EV418AD,EV418A,diff,AD
EV418AE,EV418A,diff,AE
EV418AF,EV418A,diff,AF
EV418AG,EV418A,diff,AG
EV418AH,EV418A,diff,AH
EV418BA,EV418A,diff,BA
EV418BB,EV418A,diff,BB
EV418BC,EV418A,diff,BC
EV418BD,EV418A,diff,BD
EV418BE,EV418A,diff,BE
EV418BF,EV418A,diff,BF
EV418BG,EV418A,diff,BG
EV418BH,EV418A,diff,BH
EV418CA,EV418A,diff,CA
EV418CB,EV418A,diff,CB
EV418CC,EV418A,diff,CC
EV418CD,EV418A,diff,CD
EV418CE,EV418A,diff,CE
EV418CF,EV418A,diff,CF
EV418CG,EV418A,diff,CG
EV418CH,EV418A,diff,CH
EV418DA,EV418A,diff,DA
EV418DB,EV418A,diff,DB
EV418DC,EV418A,diff,DC
EV418DD,EV418A,diff,DD
EV418DE,EV418A,diff,DE
EV418DF,EV418A,diff,DF
EV418DG,EV418A,diff,DG
EV418DH,EV418A,diff,DH
EV418EA,EV418A,diff,EA
EV418EB,EV418A,diff,EB
EV418EC,EV418A,diff,EC
EV418ED,EV418A,diff,ED
EV418EE,EV418A,diff,EE
EV418EF,EV418A,diff,EF
EV418EG,EV418A,diff,EG
EV418EH,EV418A,diff,EH

EV419AA,EV419A,diff,AA
EV419AB,EV419A,diff,AB
EV419AC,EV419A,diff,AC
EV419AD,EV419A,diff,AD
EV419AE,EV419A,diff,AE
EV419AF,EV419A,diff,AF
EV419AG,EV419A,diff,AG
EV419AH,EV419A,diff,AH
EV419BA,EV419A,diff,BA
EV419BB,EV419A,diff,BB
EV419BC,EV419A,diff,BC
EV419BD,EV419A,diff,BD
EV419BE,EV419A,diff,BE
EV419BF,EV419A,diff,BF
EV419BG,EV419A,diff,BG
EV419BH,EV419A,diff,BH
EV419CA,EV419A,diff,CA
EV419CB,EV419A,diff,CB
EV419CC,EV419A,diff,CC
EV419CD,EV419A,diff,CD
EV419CE,EV419A,diff,CE
EV419CF,EV419A,diff,CF
EV419CG,EV419A,diff,CG
EV419CH,EV419A,diff,CH
EV419DA,EV419A,diff,DA
EV419DB,EV419A,diff,DB
EV419DC,EV419A,diff,DC
EV419DD,EV419A,diff,DD
EV419DE,EV419A,diff,DE
EV419DF,EV419A,diff,DF
EV419DG,EV419A,diff,DG
EV419DH,EV419A,diff,DH
EV419EA,EV419A,diff,EA
EV419EB,EV419A,diff,EB
EV419EC,EV419A,diff,EC
EV419ED,EV419A,diff,ED
EV419EE,EV419A,diff,EE
EV419EF,EV419A,diff,EF
EV419EG,EV419A,diff,EG
EV419EH,EV419A,diff,EH
EV419FA,EV419A,diff,FA
EV419FB,EV419A,diff,FB
EV419FC,EV419A,diff,FC
EV419FD,EV419A,diff,FD
EV419FE,EV419A,diff,FE
EV419FF,EV419A,diff,FF
EV419FG,EV419A,diff,FG
EV419FH,EV419A,diff,FH
EV419GA,EV419A,diff,GA
EV419GB,EV419A,diff,GB
EV419GC,EV419A,diff,GC
EV419GD,EV419A,diff,GD
EV419GE,EV419A,diff,GE
EV419GF,EV419A,diff,GF
EV419GG,EV419A,diff,GG
EV419GH,EV419A,diff,GH
EV419HA,EV419A,diff,HA
EV419HB,EV419A,diff,HB
EV419HC,EV419A,diff,HC
EV419HD,EV419A,diff,HD
EV419HE,EV419A,diff,HE
EV419HF,EV419A,diff,HF
EV419HG,EV419A,diff,HG
EV419HH,EV419A,diff,HH
EV419IA,EV419A,diff,IA
EV419IB,EV419A,diff,IB
EV419IC,EV419A,diff,IC
EV419ID,EV419A,diff,ID
EV419IE,EV419A,diff,IE
EV419IF,EV419A,diff,IF
EV419IG,EV419A,diff,IG
EV419IH,EV419A,diff,IH

EV501AA,EV501A,diff,AA
EV501AB,EV501A,diff,AB
EV501AC,EV501A,diff,AC
EV501AD,EV501A,diff,AD
EV501AE,EV501A,diff,AE
EV501AF,EV501A,diff,AF
EV501AG,EV501A,diff,AG

EV502AA,EV502A,diff,AA
EV502AB,EV502A,diff,AB
EV502AC,EV502A,diff,AC
EV502AD,EV502A,diff,AD
EV502AE,EV502A,diff,AE
EV502AF,EV502A,diff,AF
EV502AG,EV502A,diff,AG
EV502BA,EV502A,diff,BA
EV502BB,EV502A,diff,BB
EV502BC,EV502A,diff,BC
EV502BD,EV502A,diff,BD
EV502BE,EV502A,diff,BE
EV502BF,EV502A,diff,BF
EV502BG,EV502A,diff,BG
EV502CA,EV502A,diff,CA
EV502CB,EV502A,diff,CB
EV502CC,EV502A,diff,CC
EV502CD,EV502A,diff,CD
EV502CE,EV502A,diff,CE
EV502CF,EV502A,diff,CF
EV502CG,EV502A,diff,CG

EV503AA,EV503A,diff,AA
EV503AB,EV503A,diff,AB
EV503AC,EV503A,diff,AC
EV503AD,EV503A,diff,AD
EV503AE,EV503A,diff,AE
EV503AF,EV503A,diff,AF
EV503AG,EV503A,diff,AG
EV503AH,EV503A,diff,AH
EV503AI,EV503A,diff,AI
EV503BA,EV503A,diff,BA
EV503BB,EV503A,diff,BB
EV503BC,EV503A,diff,BC
EV503BD,EV503A,diff,BD
EV503BE,EV503A,diff,BE
EV503BF,EV503A,diff,BF
EV503BG,EV503A,diff,BG
EV503BH,EV503A,diff,BH
EV503BI,EV503A,diff,BI
EV503CA,EV503A,diff,CA
EV503CB,EV503A,diff,CB
EV503CC,EV503A,diff,CC
EV503CD,EV503A,diff,CD
EV503CE,EV503A,diff,CE
EV503CF,EV503A,diff,CF
EV503CG,EV503A,diff,CG
EV503CH,EV503A,diff,CH
EV503CI,EV503A,diff,CI

EV505AA,EV505A,diff,AA
EV505AB,EV505A,diff,AB
EV505AC,EV505A,diff,AC
EV505AD,EV505A,diff,AD
EV505AE,EV505A,diff,AE
EV505AF,EV505A,diff,AF
EV505AG,EV505A,diff,AG
EV505BA,EV505A,diff,BA
EV505BB,EV505A,diff,BB
EV505BC,EV505A,diff,BC
EV505BD,EV505A,diff,BD
EV505BE,EV505A,diff,BE
EV505BF,EV505A,diff,BF
EV505BG,EV505A,diff,BG
EV505CA,EV505A,diff,CA
EV505CB,EV505A,diff,CB
EV505CC,EV505A,diff,CC
EV505CD,EV505A,diff,CD
EV505CE,EV505A,diff,CE
EV505CF,EV505A,diff,CF
EV505CG,EV505A,diff,CG
EV505DA,EV505A,diff,DA
EV505DB,EV505A,diff,DB
EV505DC,EV505A,diff,DC
EV505DD,EV505A,diff,DD
EV505DE,EV505A,diff,DE
EV505DF,EV505A,diff,DF
EV505DG,EV505A,diff,DG
EV505EA,EV505A,diff,EA
EV505EB,EV505A,diff,EB
EV505EC,EV505A,diff,EC
EV505ED,EV505A,diff,ED
EV505EE,EV505A,diff,EE
EV505EF,EV505A,diff,EF
EV505EG,EV505A,diff,EG
EV505FA,EV505A,diff,FA
EV505FB,EV505A,diff,FB
EV505FC,EV505A,diff,FC
EV505FD,EV505A,diff,FD
EV505FE,EV505A,diff,FE
EV505FF,EV505A,diff,FF
EV505FG,EV505A,diff,FG

EV506AA,EV506A,diff,AA
EV506AB,EV506A,diff,AB
EV506AC,EV506A,diff,AC
EV506AD,EV506A,diff,AD
EV506AE,EV506A,diff,AE
EV506AF,EV506A,diff,AF
EV506AG,EV506A,diff,AG
EV506AH,EV506A,diff,AH
EV506BA,EV506A,diff,BA
EV506BB,EV506A,diff,BB
EV506BC,EV506A,diff,BC
EV506BD,EV506A,diff,BD
EV506BE,EV506A,diff,BE
EV506BF,EV506A,diff,BF
EV506BG,EV506A,diff,BG
EV506BH,EV506A,diff,BH
EV506CA,EV506A,diff,CA
EV506CB,EV506A,diff,CB
EV506CC,EV506A,diff,CC
EV506CD,EV506A,diff,CD
EV506CE,EV506A,diff,CE
EV506CF,EV506A,diff,CF
EV506CG,EV506A,diff,CG
EV506CH,EV506A,diff,CH
EV506DA,EV506A,diff,DA
EV506DB,EV506A,diff,DB
EV506DC,EV506A,diff,DC
EV506DD,EV506A,diff,DD
EV506DE,EV506A,diff,DE
EV506DF,EV506A,diff,DF
EV506DG,EV506A,diff,DG
EV506DH,EV506A,diff,DH
EV506EA,EV506A,diff,EA
EV506EB,EV506A,diff,EB
EV506EC,EV506A,diff,EC
EV506ED,EV506A,diff,ED
EV506EE,EV506A,diff,EE
EV506EF,EV506A,diff,EF
EV506EG,EV506A,diff,EG
EV506EH,EV506A,diff,EH
EV506FA,EV506A,diff,FA
EV506FB,EV506A,diff,FB
EV506FC,EV506A,diff,FC
EV506FD,EV506A,diff,FD
EV506FE,EV506A,diff,FE
EV506FF,EV506A,diff,FF
EV506FG,EV506A,diff,FG
EV506FH,EV506A,diff,FH
EV506GA,EV506A,diff,GA
EV506GB,EV506A,diff,GB
EV506GC,EV506A,diff,GC
EV506GD,EV506A,diff,GD
EV506GE,EV506A,diff,GE
EV506GF,EV506A,diff,GF
EV506GG,EV506A,diff,GG
EV506GH,EV506A,diff,GH
EV506HA,EV506A,diff,HA
EV506HB,EV506A,diff,HB
EV506HC,EV506A,diff,HC
EV506HD,EV506A,diff,HD
EV506HE,EV506A,diff,HE
EV506HF,EV506A,diff,HF
EV506HG,EV506A,diff,HG
EV506HH,EV506A,diff,HH
EV506IA,EV506A,diff,IA
EV506IB,EV506A,diff,IB
EV506IC,EV506A,diff,IC
EV506ID,EV506A,diff,ID
EV506IE,EV506A,diff,IE
EV506IF,EV506A,diff,IF
EV506IG,EV506A,diff,IG
EV506IH,EV506A,diff,IH
EV506JA,EV506A,diff,JA
EV506JB,EV506A,diff,JB
EV506JC,EV506A,diff,JC
EV506JD,EV506A,diff,JD
EV506JE,EV506A,diff,JE
EV506JF,EV506A,diff,JF
EV506JG,EV506A,diff,JG
EV506JH,EV506A,diff,JH
EV506KA,EV506A,diff,KA
EV506KB,EV506A,diff,KB
EV506KC,EV506A,diff,KC
EV506KD,EV506A,diff,KD
EV506KE,EV506A,diff,KE
EV506KF,EV506A,diff,KF
EV506KG,EV506A,diff,KG
EV506KH,EV506A,diff,KH
EV506LA,EV506A,diff,LA
EV506LB,EV506A,diff,LB
EV506LC,EV506A,diff,LC
EV506LD,EV506A,diff,LD
EV506LE,EV506A,diff,LE
EV506LF,EV506A,diff,LF
EV506LG,EV506A,diff,LG
EV506LH,EV506A,diff,LH
EV506MA,EV506A,diff,MA
EV506MB,EV506A,diff,MB
EV506MC,EV506A,diff,MC
EV506MD,EV506A,diff,MD
EV506ME,EV506A,diff,ME
EV506MF,EV506A,diff,MF
EV506MG,EV506A,diff,MG
EV506MH,EV506A,diff,MH

EV507AA,EV507A,diff,AA
EV507AB,EV507A,diff,AB
EV507AC,EV507A,diff,AC
EV507AD,EV507A,diff,AD
EV507AE,EV507A,diff,AE
EV507AF,EV507A,diff,AF
EV507AG,EV507A,diff,AG
EV507BA,EV507A,diff,BA
EV507BB,EV507A,diff,BB
EV507BC,EV507A,diff,BC
EV507BD,EV507A,diff,BD
EV507BE,EV507A,diff,BE
EV507BF,EV507A,diff,BF
EV507BG,EV507A,diff,BG
EV507CA,EV507A,diff,CA
EV507CB,EV507A,diff,CB
EV507CC,EV507A,diff,CC
EV507CD,EV507A,diff,CD
EV507CE,EV507A,diff,CE
EV507CF,EV507A,diff,CF
EV507CG,EV507A,diff,CG

EV508AA,EV508A,diff,AA
EV508AB,EV508A,diff,AB
EV508AC,EV508A,diff,AC
EV508AD,EV508A,diff,AD
EV508AE,EV508A,diff,AE
EV508AF,EV508A,diff,AF
EV508AG,EV508A,diff,AG
EV508AH,EV508A,diff,AH
EV508AI,EV508A,diff,AI
EV508BA,EV508A,diff,BA
EV508BB,EV508A,diff,BB
EV508BC,EV508A,diff,BC
EV508BD,EV508A,diff,BD
EV508BE,EV508A,diff,BE
EV508BF,EV508A,diff,BF
EV508BG,EV508A,diff,BG
EV508BH,EV508A,diff,BH
EV508BI,EV508A,diff,BI
EV508CA,EV508A,diff,CA
EV508CB,EV508A,diff,CB
EV508CC,EV508A,diff,CC
EV508CD,EV508A,diff,CD
EV508CE,EV508A,diff,CE
EV508CF,EV508A,diff,CF
EV508CG,EV508A,diff,CG
EV508CH,EV508A,diff,CH
EV508CI,EV508A,diff,CI
EV508DA,EV508A,diff,DA
EV508DB,EV508A,diff,DB
EV508DC,EV508A,diff,DC
EV508DD,EV508A,diff,DD
EV508DE,EV508A,diff,DE
EV508DF,EV508A,diff,DF
EV508DG,EV508A,diff,DG
EV508DH,EV508A,diff,DH
EV508DI,EV508A,diff,DI
EV508EA,EV508A,diff,EA
EV508EB,EV508A,diff,EB
EV508EC,EV508A,diff,EC
EV508ED,EV508A,diff,ED
EV508EE,EV508A,diff,EE
EV508EF,EV508A,diff,EF
EV508EG,EV508A,diff,EG
EV508EH,EV508A,diff,EH
EV508EI,EV508A,diff,EI
EV508FA,EV508A,diff,FA
EV508FB,EV508A,diff,FB
EV508FC,EV508A,diff,FC
EV508FD,EV508A,diff,FD
EV508FE,EV508A,diff,FE
EV508FF,EV508A,diff,FF
EV508FG,EV508A,diff,FG
EV508FH,EV508A,diff,FH
EV508FI,EV508A,diff,FI

EV509AA,EV509A,diff,AA
EV509AB,EV509A,diff,AB
EV509AC,EV509A,diff,AC
EV509AD,EV509A,diff,AD
EV509AE,EV509A,diff,AE
EV509AF,EV509A,diff,AF
EV509AG,EV509A,diff,AG
EV509AH,EV509A,diff,AH
EV509BA,EV509A,diff,BA
EV509BB,EV509A,diff,BB
EV509BC,EV509A,diff,BC
EV509BD,EV509A,diff,BD
EV509BE,EV509A,diff,BE
EV509BF,EV509A,diff,BF
EV509BG,EV509A,diff,BG
EV509BH,EV509A,diff,BH
EV509CA,EV509A,diff,CA
EV509CB,EV509A,diff,CB
EV509CC,EV509A,diff,CC
EV509CD,EV509A,diff,CD
EV509CE,EV509A,diff,CE
EV509CF,EV509A,diff,CF
EV509CG,EV509A,diff,CG
EV509CH,EV509A,diff,CH
EV509DA,EV509A,diff,DA
EV509DB,EV509A,diff,DB
EV509DC,EV509A,diff,DC
EV509DD,EV509A,diff,DD
EV509DE,EV509A,diff,DE
EV509DF,EV509A,diff,DF
EV509DG,EV509A,diff,DG
EV509DH,EV509A,diff,DH
EV509EA,EV509A,diff,EA
EV509EB,EV509A,diff,EB
EV509EC,EV509A,diff,EC
EV509ED,EV509A,diff,ED
EV509EE,EV509A,diff,EE
EV509EF,EV509A,diff,EF
EV509EG,EV509A,diff,EG
EV509EH,EV509A,diff,EH
EV509FA,EV509A,diff,FA
EV509FB,EV509A,diff,FB
EV509FC,EV509A,diff,FC
EV509FD,EV509A,diff,FD
EV509FE,EV509A,diff,FE
EV509FF,EV509A,diff,FF
EV509FG,EV509A,diff,FG
EV509FH,EV509A,diff,FH

EV510AA,EV510A,diff,AA
EV510AB,EV510A,diff,AB
EV510AC,EV510A,diff,AC
EV510AD,EV510A,diff,AD
EV510AE,EV510A,diff,AE
EV510AF,EV510A,diff,AF
EV510BA,EV510A,diff,BA
EV510BB,EV510A,diff,BB
EV510BC,EV510A,diff,BC
EV510BD,EV510A,diff,BD
EV510BE,EV510A,diff,BE
EV510BF,EV510A,diff,BF
EV510CA,EV510A,diff,CA
EV510CB,EV510A,diff,CB
EV510CC,EV510A,diff,CC
EV510CD,EV510A,diff,CD
EV510CE,EV510A,diff,CE
EV510CF,EV510A,diff,CF
EV510DA,EV510A,diff,DA
EV510DB,EV510A,diff,DB
EV510DC,EV510A,diff,DC
EV510DD,EV510A,diff,DD
EV510DE,EV510A,diff,DE
EV510DF,EV510A,diff,DF
EV510EA,EV510A,diff,EA
EV510EB,EV510A,diff,EB
EV510EC,EV510A,diff,EC
EV510ED,EV510A,diff,ED
EV510EE,EV510A,diff,EE
EV510EF,EV510A,diff,EF
EV510FA,EV510A,diff,FA
EV510FB,EV510A,diff,FB
EV510FC,EV510A,diff,FC
EV510FD,EV510A,diff,FD
EV510FE,EV510A,diff,FE
EV510FF,EV510A,diff,FF
EV510GA,EV510A,diff,GA
EV510GB,EV510A,diff,GB
EV510GC,EV510A,diff,GC
EV510GD,EV510A,diff,GD
EV510GE,EV510A,diff,GE
EV510GF,EV510A,diff,GF
EV510HA,EV510A,diff,HA
EV510HB,EV510A,diff,HB
EV510HC,EV510A,diff,HC
EV510HD,EV510A,diff,HD
EV510HE,EV510A,diff,HE
EV510HF,EV510A,diff,HF

EV601AA,EV601A,diff,AA
EV601AB,EV601A,diff,AB
EV601BA,EV601A,diff,BA
EV601BB,EV601A,diff,BB
EV601CA,EV601A,diff,CA
EV601CB,EV601A,diff,CB
EV601DA,EV601A,diff,DA
EV601DB,EV601A,diff,DB

EV602AA,EV602A,diff,AA
EV602AB,EV602A,diff,AB
EV602AC,EV602A,diff,AC

EV603AA,EV603A,diff,AA

EV604AA,EV604A,diff,AA
EV604AB,EV604A,diff,AB
EV604AC,EV604A,diff,AC
EV604AD,EV604A,diff,AD
EV604BA,EV604A,diff,BA
EV604BB,EV604A,diff,BB
EV604BC,EV604A,diff,BC
EV604BD,EV604A,diff,BD
